customerid,firstpurchasedate,lastpurchasedate,totalpurchases,totalrevenue,referralsource,churnindicator,discountsused,productcategory,responsetolastcampaign,feedbackscore,preferredpaymentmethod,supportticketsraised,hasloyaltycard,frequency
46478,2021-02-03,2021-08-12,15,10852,Influencer endorsements,1,0,T26,ignored,4.695531248511832,debit card,0,no,3
17263,2020-08-06,2021-04-13,20,5174,Online advertisements,0,4,D37,ignored,4.276380821106269,debit card,0,no,13
5377,2019-02-17,2022-11-23,23,10507,Online advertisements,0,5,S93,ignored,4.569897039170302,credit card,0,no,5
37251,2020-02-06,2020-03-01,30,12204,Online advertisements,0,2,A87,ignored,2.7152484260057728,debit card,0,yes,30
21522,2021-11-09,2022-11-05,25,8419,Online advertisements,1,2,F99,ignored,4.837719243135377,credit card,0,no,5
43362,2019-12-10,2022-06-06,28,5329,Event sponsorships,0,1,Y16,opened mail,5.0,cash,0,no,24
11482,2020-02-24,2020-05-01,2,7412,Social media promotions,1,6,P90,ignored,4.747857218918961,debit card,0,no,2
38431,2019-10-07,2022-06-20,13,9424,Online advertisements,0,6,Y26,ignored,5.0,credit card,0,no,6
19756,2019-10-06,2022-11-15,24,10664,Social media promotions,1,0,Y34,ignored,4.213046746772159,debit card,0,no,16
43247,2021-10-04,2022-06-16,16,12373,Online advertisements,0,1,Z54,ignored,4.187313746090667,debit card,0,no,3
21621,2019-05-29,2023-07-17,18,9129,Influencer endorsements,0,3,G15,opened mail,5.0,google pay,0,no,15
31814,2019-04-09,2023-06-14,25,12361,Traditional media outreach,1,4,W03,purchased,5.0,cash,1,no,11
23579,2022-02-25,2023-05-24,19,7219,Social media promotions,0,1,Q97,ignored,2.2829918376652496,debit card,0,yes,10
40569,2019-06-13,2022-02-24,25,11055,In-store promotions,1,0,I36,opened mail,1.6522228244432282,cash,0,yes,14
25560,2020-01-09,2021-12-18,23,5584,Influencer endorsements,0,3,W17,ignored,5.0,debit card,0,no,10
47561,2020-04-27,2020-09-22,25,10743,Word of mouth,0,2,T06,ignored,5.0,credit card,0,no,11
7867,2019-06-28,2023-02-11,29,4927,Influencer endorsements,1,3,H57,ignored,5.0,apple pay,0,no,14
23679,2021-03-01,2023-08-30,31,5316,Email campaigns,1,5,H81,ignored,4.569557664677921,debit card,0,no,26
20653,2020-01-12,2021-12-15,30,7974,Influencer endorsements,0,1,A05,ignored,4.318552137503103,paypal,0,no,22
37412,2019-11-21,2020-05-10,23,7719,In-store promotions,0,0,O60,opened mail,5.0,cash,0,no,8
36458,2021-08-11,2023-03-23,31,5806,Social media promotions,0,1,F39,ignored,5.0,debit card,0,no,10
9422,2019-12-06,2022-06-11,27,5641,Event sponsorships,0,2,O70,opened mail,5.0,cash,0,no,9
15849,2020-10-29,2022-06-20,25,9606,Influencer endorsements,0,6,Z45,opened mail,5.0,google pay,0,no,9
8074,2020-11-26,2022-03-31,14,11649,Social media promotions,0,2,D12,ignored,5.0,debit card,0,no,3
43443,2019-09-13,2020-10-20,9,7533,Influencer endorsements,1,0,R77,ignored,4.127609182764492,debit card,0,no,3
14189,2021-08-30,2022-10-06,20,5198,Online advertisements,1,5,G92,ignored,4.959040216447247,debit card,0,no,18
38924,2020-12-22,2022-08-23,16,5923,Traditional media outreach,1,4,S50,purchased,5.0,eft,1,no,12
6397,2021-05-31,2023-07-27,23,11609,Influencer endorsements,0,3,V59,ignored,4.52708858490964,paypal,0,no,2
45002,2020-04-20,2023-05-08,21,9328,Word of mouth,0,3,X75,ignored,4.733821887069633,credit card,0,no,10
24626,2020-06-20,2022-07-14,24,7288,Online advertisements,0,2,H75,ignored,1.0474474748600502,debit card,0,yes,3
44376,2019-06-13,2021-10-09,16,7090,Influencer endorsements,1,1,H57,ignored,4.241022638557698,debit card,0,no,11
34586,2022-04-04,2022-07-20,11,8491,Word of mouth,1,6,V64,ignored,4.832147787343713,credit card,0,no,4
48041,2019-09-29,2020-09-22,21,11682,Word of mouth,0,1,Q63,ignored,5.0,credit card,0,no,1
23025,2022-09-03,2023-03-20,21,10649,Social media promotions,0,5,D65,ignored,4.372950920640802,debit card,0,no,11
7240,2019-04-06,2021-06-14,22,5090,Online advertisements,1,4,A00,ignored,5.0,debit card,0,no,13
36102,2019-06-02,2022-12-18,29,5895,Social media promotions,1,1,I42,ignored,4.756896877108882,debit card,0,no,13
46640,2020-09-18,2022-09-02,8,5292,Online advertisements,1,3,T38,ignored,2.295070226749869,credit card,0,yes,7
35537,2020-06-24,2021-10-29,23,10273,Word of mouth,0,6,C34,ignored,5.0,credit card,0,no,19
11233,2019-12-25,2021-05-20,17,8903,Influencer endorsements,0,1,C26,ignored,5.0,apple pay,0,no,12
46580,2019-04-29,2022-01-31,30,5297,Email campaigns,0,6,B55,ignored,2.3873447316357748,debit card,0,yes,1
6106,2020-04-22,2020-04-26,2,5110,Online advertisements,1,4,D20,ignored,5.0,credit card,0,no,2
11112,2020-03-02,2023-05-05,13,8095,Online advertisements,1,3,H43,ignored,4.4786802542001745,debit card,0,no,12
22267,2021-05-02,2023-08-28,30,7086,Influencer endorsements,0,6,P68,ignored,5.0,debit card,0,no,25
5180,2021-01-24,2023-08-02,27,11588,Word of mouth,0,1,H37,ignored,4.5137451444804615,credit card,0,no,10
47581,2022-05-07,2022-10-08,18,10178,Word of mouth,1,3,M93,ignored,4.071895340514507,credit card,0,no,1
28025,2020-08-01,2023-03-26,22,12168,Word of mouth,0,2,W02,ignored,5.0,credit card,0,no,19
10712,2021-01-12,2023-03-18,27,9413,In-store promotions,1,2,E79,opened mail,5.0,cash,0,no,19
6534,2020-10-21,2023-01-23,22,8912,Influencer endorsements,1,5,E30,opened mail,4.05809665399019,google pay,0,no,11
15210,2019-10-26,2019-12-01,16,4815,Influencer endorsements,0,2,A07,opened mail,5.0,google pay,0,no,16
34136,2020-10-07,2022-08-27,17,8580,Influencer endorsements,1,1,I73,ignored,2.3706014031809826,apple pay,0,yes,11
38408,2021-07-12,2022-10-31,19,8662,Influencer endorsements,0,4,Y31,ignored,5.0,paypal,0,no,7
42385,2020-06-08,2021-05-15,18,6915,Social media promotions,1,3,N32,ignored,2.9347807913084205,debit card,0,yes,3
19712,2022-02-17,2022-08-28,11,10040,Influencer endorsements,1,6,Y93,ignored,5.0,debit card,0,no,3
48718,2020-12-08,2021-02-04,21,11016,Word of mouth,0,0,V53,ignored,4.287325399405896,credit card,0,no,21
48541,2022-06-29,2023-02-05,27,5392,Influencer endorsements,1,2,E14,ignored,4.7047767291149505,debit card,0,no,11
16011,2019-02-11,2019-07-10,26,8770,Influencer endorsements,0,2,G72,opened mail,5.0,afterpay,0,no,3
7255,2019-07-30,2023-01-19,21,6173,Email campaigns,0,0,D76,ignored,5.0,debit card,0,no,16
27812,2019-10-12,2020-05-09,15,7961,Online advertisements,1,6,H12,ignored,5.0,debit card,0,no,6
24444,2020-12-29,2021-06-30,25,8216,Online advertisements,0,6,C69,ignored,3.6427472844593756,credit card,0,yes,3
10089,2022-07-11,2023-07-25,12,11033,Influencer endorsements,0,0,D30,ignored,4.051876105996992,debit card,0,no,6
17481,2020-03-24,2020-07-17,11,6156,Influencer endorsements,0,6,A86,ignored,5.0,apple pay,0,no,3
32530,2019-12-27,2023-08-08,37,6773,In-store promotions,0,1,K96,opened mail,5.0,cash,0,no,15
14273,2021-09-21,2022-04-04,15,6976,Online advertisements,0,6,P40,ignored,5.0,debit card,0,no,1
21666,2021-07-17,2022-12-19,22,8584,Influencer endorsements,0,3,H11,opened mail,1.682762411975971,google pay,0,yes,16
14035,2019-05-11,2020-10-31,14,6797,Influencer endorsements,1,6,D34,ignored,5.0,debit card,0,no,10
38251,2020-06-30,2021-07-06,12,10369,In-store promotions,0,2,O79,opened mail,5.0,cash,0,no,12
45643,2019-09-07,2022-01-28,28,8935,Email campaigns,1,4,J21,ignored,3.6457278158005124,debit card,0,yes,13
45203,2022-02-08,2022-04-04,13,11283,Email campaigns,1,1,K64,ignored,5.0,debit card,0,no,13
45479,2021-11-20,2022-08-10,12,12527,Influencer endorsements,0,1,Z02,ignored,5.0,debit card,0,no,4
38237,2019-06-08,2020-06-11,13,5134,Influencer endorsements,1,6,D30,opened mail,5.0,google pay,0,no,7
47528,2022-02-13,2022-12-23,22,5032,Traditional media outreach,1,4,F85,purchased,2.4144068556705323,cash,1,yes,6
11699,2020-03-29,2022-09-02,27,8668,Word of mouth,0,4,N37,ignored,5.0,credit card,0,no,2
44678,2019-04-03,2021-06-23,26,8499,Word of mouth,0,5,V01,ignored,4.418051602963023,credit card,0,no,21
17324,2022-10-21,2023-05-21,27,7301,Event sponsorships,0,4,K60,opened mail,4.2064549050427065,cash,0,no,15
23507,2019-07-14,2021-07-06,27,6063,Email campaigns,1,6,O62,ignored,5.0,debit card,0,no,22
35076,2019-11-14,2023-01-13,27,9991,Influencer endorsements,1,6,Q44,ignored,5.0,debit card,0,no,9
31581,2019-05-20,2023-06-14,15,8272,Social media promotions,0,0,P06,ignored,3.928052524068794,debit card,0,yes,8
28250,2022-03-08,2023-03-25,31,5454,Word of mouth,0,2,E53,ignored,5.0,credit card,0,no,5
28788,2022-03-28,2023-02-05,15,7482,Influencer endorsements,1,5,C18,opened mail,5.0,google pay,0,no,8
13178,2019-02-23,2019-09-19,7,12407,Influencer endorsements,1,6,J72,opened mail,3.7061673428895245,google pay,0,no,7
32120,2022-10-16,2023-06-28,31,8661,Online advertisements,1,0,M53,ignored,5.0,debit card,0,no,8
7043,2019-12-01,2019-12-18,15,6789,Online advertisements,1,5,Z37,ignored,5.0,debit card,0,no,15
19074,2020-04-29,2023-03-02,23,7953,In-store promotions,0,2,P68,opened mail,5.0,cash,0,no,16
43625,2021-04-15,2022-10-01,24,9538,Word of mouth,1,5,F27,ignored,4.723815523907876,credit card,0,no,14
6243,2019-09-05,2023-07-15,31,4944,In-store promotions,1,0,S91,opened mail,4.818819386870304,cash,0,no,7
20427,2021-06-26,2022-07-05,11,8063,Online advertisements,1,3,G96,ignored,5.0,credit card,0,no,8
39672,2020-04-22,2020-05-20,28,6639,Influencer endorsements,1,6,M95,ignored,4.322478753719552,debit card,0,no,28
31726,2020-02-03,2022-01-18,12,8173,Event sponsorships,0,2,B32,opened mail,2.310478233117278,cash,0,yes,2
27822,2020-10-20,2021-01-20,13,7027,Influencer endorsements,0,1,T84,ignored,5.0,paypal,0,no,2
6841,2019-02-16,2023-07-09,38,11018,Social media promotions,1,2,U12,ignored,3.9333010482351947,debit card,0,yes,30
35317,2020-10-03,2023-02-06,11,11180,Influencer endorsements,1,2,T16,ignored,5.0,apple pay,0,no,3
41805,2021-12-11,2023-05-02,17,12415,Online advertisements,0,2,X96,ignored,5.0,debit card,0,no,1
21123,2020-01-06,2020-12-28,31,7530,Online advertisements,0,3,Z44,ignored,5.0,credit card,0,no,16
36720,2021-10-03,2022-11-28,29,4496,Traditional media outreach,1,6,L01,purchased,5.0,eft,<2,no,14
7858,2019-05-27,2019-11-05,17,8258,Influencer endorsements,1,0,M84,opened mail,3.9725579630469197,google pay,0,yes,1
37024,2019-09-20,2022-07-26,24,7108,Influencer endorsements,0,6,D71,ignored,4.819068824806407,debit card,0,no,18
11976,2019-07-24,2020-04-09,4,9797,Online advertisements,0,1,C73,ignored,5.0,debit card,0,no,4
18914,2019-11-25,2020-05-04,21,10552,Word of mouth,0,0,O40,ignored,4.720111118874867,credit card,0,no,3
47628,2019-08-11,2022-07-07,23,4856,Word of mouth,0,5,S01,ignored,5.0,credit card,0,no,8
30617,2020-04-04,2022-11-15,15,10314,Influencer endorsements,0,5,B14,ignored,5.0,debit card,0,no,5
15337,2020-09-12,2021-10-07,26,8768,Influencer endorsements,0,5,O90,opened mail,1.6987399073299492,google pay,0,yes,13
20311,2022-02-10,2022-10-10,16,8488,Email campaigns,1,0,Q44,ignored,5.0,debit card,0,no,14
28347,2020-02-06,2020-11-22,14,6337,In-store promotions,0,4,I11,opened mail,2.0303738787715706,cash,0,yes,4
45478,2021-08-10,2022-06-17,28,5546,Word of mouth,0,3,M55,ignored,3.6465879505288257,credit card,0,no,5
19335,2021-05-30,2022-05-24,22,9552,Online advertisements,0,4,B18,ignored,5.0,debit card,0,no,5
5628,2020-06-16,2022-09-22,29,8699,Online advertisements,0,6,N25,ignored,5.0,credit card,0,no,27
6346,2021-03-06,2023-08-27,22,12518,Social media promotions,1,5,K90,ignored,5.0,debit card,0,no,15
6179,2019-11-22,2021-06-18,13,12159,Word of mouth,1,3,H13,ignored,4.58589897075104,credit card,0,no,12
19145,2021-03-06,2021-05-09,5,12353,Traditional media outreach,0,0,A07,purchased,4.13878301410673,cash,0,no,5
44229,2019-04-15,2022-02-14,30,9184,Online advertisements,1,5,L39,ignored,4.8527233778347565,credit card,0,no,29
37495,2019-10-09,2023-02-16,35,5861,Event sponsorships,1,0,O59,opened mail,4.027486046287704,cash,0,no,23
8102,2019-06-29,2022-08-13,20,5559,Social media promotions,1,3,D26,ignored,4.102837414969355,debit card,0,no,16
10613,2021-04-30,2023-08-03,14,4786,Traditional media outreach,1,0,F23,purchased,5.0,eft,1,no,3
29793,2022-06-03,2022-09-15,10,11592,Influencer endorsements,1,0,R53,ignored,5.0,debit card,0,no,3
35743,2020-02-16,2020-09-07,7,9175,Event sponsorships,1,1,P14,opened mail,4.620114012168625,cash,0,no,4
22598,2020-05-18,2021-03-24,13,7809,Word of mouth,0,6,Z71,ignored,4.403740796501486,credit card,0,no,2
11373,2023-03-09,2023-04-13,20,5089,Influencer endorsements,0,4,R26,opened mail,5.0,google pay,0,no,20
40815,2019-08-15,2021-06-02,28,11428,Event sponsorships,0,4,K58,opened mail,5.0,cash,0,no,26
22510,2022-01-21,2022-01-30,29,11662,Word of mouth,0,4,I25,ignored,5.0,credit card,0,no,29
16660,2020-06-11,2021-06-15,18,10064,Word of mouth,0,2,B02,ignored,3.280291861132792,credit card,0,no,5
22191,2019-03-27,2022-11-16,30,11166,Social media promotions,1,1,W88,ignored,3.0391155788039708,debit card,0,no,29
44529,2021-07-04,2021-12-21,10,5352,Event sponsorships,0,5,E42,opened mail,5.0,cash,0,no,3
13904,2020-02-01,2023-08-05,29,10542,Influencer endorsements,0,5,L88,ignored,5.0,debit card,0,no,15
12133,2021-08-08,2022-05-01,7,10367,Email campaigns,1,5,W38,ignored,4.194823662444932,debit card,0,no,4
44094,2019-04-03,2020-05-22,20,11605,Word of mouth,1,4,M93,ignored,5.0,credit card,0,no,15
33215,2020-07-08,2022-03-28,26,6884,Word of mouth,0,6,I99,ignored,4.8209471574549685,credit card,0,no,14
10053,2021-01-15,2023-01-28,22,6254,In-store promotions,1,4,M86,opened mail,4.162980096249221,cash,0,no,20
29362,2019-12-03,2022-09-17,29,7631,Word of mouth,1,6,I76,ignored,5.0,credit card,0,no,19
16960,2020-12-10,2023-02-01,28,6997,Influencer endorsements,1,1,Z24,ignored,4.6750506231463635,debit card,0,no,13
20397,2020-12-25,2023-04-09,14,12229,Event sponsorships,1,6,H41,opened mail,5.0,cash,0,no,10
23712,2021-03-19,2022-06-09,21,12586,Online advertisements,0,0,V57,ignored,4.546556145176288,credit card,0,no,10
17527,2021-10-08,2022-03-31,5,8383,Influencer endorsements,1,4,V04,ignored,4.444435609774539,paypal,0,no,4
20888,2020-04-10,2020-07-19,27,11363,Word of mouth,0,5,D04,ignored,4.128395315497666,credit card,0,no,6
49720,2020-12-15,2023-01-08,23,11084,Influencer endorsements,0,0,D53,ignored,4.907185321734175,debit card,0,no,17
49415,2020-05-07,2021-05-23,20,5056,Word of mouth,1,4,N31,ignored,1.56961796758576,credit card,0,yes,6
8003,2021-09-29,2022-01-27,29,12143,Influencer endorsements,1,3,V04,opened mail,5.0,google pay,0,no,6
30238,2019-10-02,2022-08-06,20,11239,Online advertisements,1,2,D44,ignored,5.0,debit card,0,no,18
11136,2019-12-15,2022-11-27,32,10712,Social media promotions,0,4,M52,ignored,4.0797759253094235,debit card,0,no,25
42551,2020-07-23,2022-12-16,28,12338,Influencer endorsements,1,3,I04,ignored,2.2072706660184522,debit card,0,yes,6
49345,2019-11-16,2022-12-12,31,10576,Online advertisements,1,1,U28,ignored,5.0,credit card,0,no,10
10288,2023-01-28,2023-02-08,4,7685,Influencer endorsements,1,3,W05,opened mail,4.830779532786918,google pay,0,no,4
35339,2019-04-27,2021-09-01,22,9959,Online advertisements,1,1,H86,ignored,3.862446626455202,debit card,0,yes,2
31474,2021-10-12,2022-04-26,22,7963,Influencer endorsements,1,4,X17,ignored,4.527971509808366,paypal,0,no,12
28272,2021-09-11,2022-08-15,16,8984,Word of mouth,0,1,H45,ignored,5.0,credit card,0,no,15
34408,2020-10-06,2021-09-05,18,9217,Influencer endorsements,1,3,W96,ignored,4.1356166185430165,apple pay,0,no,11
31275,2019-11-12,2020-08-30,7,9441,Word of mouth,1,6,S09,ignored,5.0,credit card,0,no,5
10273,2019-07-10,2019-11-16,22,10582,Social media promotions,1,2,Z74,ignored,4.92919013652933,debit card,0,no,2
12653,2021-10-19,2023-07-03,4,12426,Online advertisements,0,0,W38,ignored,3.1994756851106567,credit card,0,yes,2
38805,2019-03-29,2023-05-11,32,7644,Influencer endorsements,1,0,H64,opened mail,4.011137576472173,google pay,0,no,30
14661,2020-05-07,2022-04-24,13,5440,Online advertisements,0,2,F65,ignored,5.0,credit card,0,no,2
19889,2020-11-23,2022-06-23,19,6673,In-store promotions,0,5,C46,opened mail,5.0,cash,0,no,13
13407,2019-06-09,2021-10-23,23,8029,In-store promotions,1,0,Y91,opened mail,3.827974916078038,cash,0,yes,11
8227,2019-08-31,2023-01-10,25,6514,Online advertisements,1,4,G47,ignored,3.4915122572262516,credit card,0,no,2
30911,2019-06-10,2023-04-06,19,11764,Influencer endorsements,1,5,E05,ignored,5.0,debit card,0,no,13
24695,2019-10-03,2020-04-03,13,6077,Word of mouth,0,4,S37,ignored,5.0,credit card,0,no,11
16212,2020-08-10,2021-12-12,30,7494,Social media promotions,0,3,K47,ignored,4.345507547012482,debit card,0,no,20
25397,2020-10-05,2022-03-22,22,10273,Influencer endorsements,0,3,A16,ignored,5.0,apple pay,0,no,1
44534,2019-09-14,2023-05-20,29,6684,Influencer endorsements,0,5,R87,ignored,4.770532547038146,paypal,0,no,17
25640,2019-02-27,2022-04-30,30,9452,Influencer endorsements,0,5,V40,ignored,4.69554758441553,debit card,0,no,4
14553,2019-05-26,2021-10-18,22,11462,Online advertisements,0,5,B17,ignored,1.3607289844960861,debit card,0,yes,18
43817,2020-03-11,2022-04-16,20,5989,Online advertisements,1,5,D88,ignored,5.0,debit card,0,no,8
47975,2019-06-05,2021-06-21,20,6920,Word of mouth,1,1,X75,ignored,4.001242878648679,credit card,0,no,13
21573,2019-11-03,2022-07-09,15,9048,Influencer endorsements,0,6,N23,ignored,5.0,apple pay,0,no,4
7935,2021-02-25,2022-09-13,19,10129,Email campaigns,1,5,G95,ignored,5.0,debit card,0,no,4
38948,2020-03-07,2021-09-22,9,5094,Influencer endorsements,1,6,F74,ignored,5.0,apple pay,0,no,3
7232,2020-05-19,2023-05-20,28,12207,Online advertisements,0,5,L50,ignored,4.434803204485022,credit card,0,no,7
40156,2020-12-28,2021-10-15,19,8083,Online advertisements,0,3,U19,ignored,4.827502240801659,debit card,0,no,6
43680,2021-01-11,2022-06-18,22,11104,Online advertisements,1,4,O47,ignored,5.0,debit card,0,no,19
49295,2020-01-10,2022-03-13,6,11768,Word of mouth,0,6,Q63,ignored,5.0,credit card,0,no,6
21055,2022-07-05,2023-02-06,8,6371,Online advertisements,0,3,W62,ignored,5.0,debit card,0,no,6
45775,2021-06-05,2022-08-28,20,12455,In-store promotions,1,0,X88,opened mail,1.8206880082146193,cash,0,yes,8
44611,2022-06-25,2023-06-14,17,8618,In-store promotions,0,1,P09,opened mail,4.576248250121187,cash,0,no,15
14532,2019-05-19,2020-08-25,15,6268,Email campaigns,1,1,X27,ignored,5.0,debit card,0,no,10
46969,2022-10-09,2023-03-20,25,6071,Social media promotions,1,4,B81,ignored,2.6488983979970757,debit card,0,yes,8
13952,2019-04-13,2022-03-17,20,6128,Word of mouth,1,5,Q70,ignored,5.0,credit card,0,no,5
9216,2021-07-19,2023-06-27,19,12032,In-store promotions,1,3,O20,opened mail,4.811386223587996,cash,0,no,9
22590,2021-05-03,2021-11-16,11,10803,Word of mouth,1,0,Q80,ignored,1.9189145969959962,credit card,0,yes,4
35947,2019-11-08,2021-06-05,18,10492,Traditional media outreach,0,3,C33,purchased,4.600465813176246,cash,0,no,10
5316,2020-07-26,2023-03-15,18,6542,Social media promotions,0,5,M75,ignored,4.731612819313367,debit card,0,no,3
43910,2021-01-13,2023-06-02,22,10584,Online advertisements,0,5,R70,ignored,3.0565908476021657,debit card,0,yes,5
16146,2019-12-21,2021-07-02,24,10410,Event sponsorships,0,2,W25,opened mail,5.0,cash,0,no,20
37297,2019-08-01,2022-05-08,23,4653,Word of mouth,1,3,N67,ignored,4.755339978355474,credit card,0,no,10
44624,2019-06-16,2021-07-19,30,8502,Influencer endorsements,1,4,A20,ignored,4.496762149478104,debit card,0,no,2
40930,2019-09-10,2023-08-13,28,7942,Influencer endorsements,0,3,H20,ignored,5.0,debit card,0,no,11
33974,2020-08-02,2021-04-02,9,7175,Online advertisements,1,1,K83,ignored,4.898948185581045,credit card,0,no,5
26619,2019-07-22,2023-05-05,37,12078,Social media promotions,0,0,R81,ignored,4.198099572031199,debit card,0,no,22
31893,2020-06-09,2022-01-07,26,10612,Influencer endorsements,0,6,Q15,ignored,5.0,paypal,0,no,21
15423,2019-04-05,2023-03-17,17,9037,Influencer endorsements,0,4,F33,ignored,5.0,apple pay,0,no,4
6332,2019-11-18,2022-01-16,29,10434,Word of mouth,1,2,N16,ignored,1.8228489055224442,credit card,0,yes,6
36256,2020-07-25,2022-10-02,29,10876,Event sponsorships,1,0,A95,opened mail,4.8504901885825635,cash,0,no,12
16335,2021-05-31,2022-05-27,11,7548,Word of mouth,1,0,I21,ignored,5.0,credit card,0,no,2
25089,2021-06-19,2021-10-18,13,7759,Online advertisements,1,6,V42,ignored,4.8332134181708035,credit card,0,no,11
19871,2019-04-09,2020-11-02,10,5404,Online advertisements,0,1,C90,ignored,5.0,credit card,0,no,5
5278,2022-02-16,2023-07-28,9,9117,Word of mouth,1,1,X76,ignored,5.0,credit card,0,no,7
11646,2020-09-11,2020-11-19,10,7671,Word of mouth,1,1,K66,ignored,5.0,credit card,0,no,10
34931,2019-03-03,2019-07-24,31,4609,Traditional media outreach,1,4,Q27,purchased,4.1793596895503295,eft,1,no,4
39352,2020-03-12,2022-08-23,21,9939,Online advertisements,0,3,L15,ignored,4.236609342590973,debit card,0,no,7
32346,2020-01-02,2020-07-22,10,4553,Word of mouth,0,0,K95,ignored,5.0,credit card,0,no,4
20570,2021-08-12,2022-12-19,19,7993,Word of mouth,1,3,K05,ignored,4.314567066326337,credit card,0,no,18
49583,2020-04-17,2020-12-27,10,5684,Influencer endorsements,1,3,V33,ignored,4.321651738302912,apple pay,0,no,1
40239,2022-05-19,2022-10-16,30,7548,In-store promotions,1,1,T56,opened mail,5.0,cash,0,no,6
11275,2019-05-22,2023-06-02,31,5168,Online advertisements,1,3,E08,ignored,4.293871047109544,credit card,0,no,11
14738,2020-04-24,2022-05-04,14,10007,Word of mouth,0,0,S83,ignored,4.019662589975882,credit card,0,no,3
41818,2021-04-27,2023-07-28,25,7602,Online advertisements,1,0,Z21,ignored,5.0,credit card,0,no,20
11536,2020-11-12,2021-11-04,21,7187,Word of mouth,1,5,J55,ignored,3.7685909587698068,credit card,0,no,3
18192,2020-04-30,2022-03-30,29,6610,Word of mouth,1,2,K41,ignored,2.8622473692248396,credit card,0,yes,16
28270,2021-12-13,2022-06-17,31,11799,Social media promotions,0,4,J32,ignored,4.8204285589594384,debit card,0,no,7
5374,2020-09-15,2020-12-21,19,10738,Online advertisements,0,3,G67,ignored,5.0,credit card,0,no,8
46109,2020-03-13,2021-12-09,31,4758,Email campaigns,1,4,N23,ignored,3.7304264811638563,debit card,0,yes,4
7087,2019-08-30,2019-12-27,21,5249,Online advertisements,1,4,R09,ignored,4.287890774095213,credit card,0,no,10
31712,2020-10-03,2021-01-02,6,11898,Traditional media outreach,1,4,S30,purchased,5.0,cash,0,no,2
18177,2020-11-23,2023-03-17,29,8922,Event sponsorships,1,6,R52,opened mail,5.0,cash,0,no,27
36594,2019-02-05,2019-08-11,20,6944,Influencer endorsements,1,5,L56,ignored,4.648796164736406,debit card,0,no,11
47827,2021-12-03,2022-12-04,11,6231,Online advertisements,0,4,F87,ignored,5.0,debit card,0,no,10
46032,2020-04-12,2021-02-26,2,5872,Social media promotions,0,5,A73,ignored,4.61610620670288,debit card,0,no,2
48087,2019-06-08,2022-08-03,22,4729,Social media promotions,0,0,E81,ignored,5.0,debit card,0,no,2
26647,2019-12-10,2022-02-12,28,10251,Influencer endorsements,1,6,T45,ignored,4.853162392050198,apple pay,0,no,27
16911,2020-06-02,2022-12-26,24,11432,Social media promotions,0,3,Q20,ignored,3.627252788018701,debit card,0,yes,9
28971,2020-11-16,2021-12-22,17,9666,In-store promotions,0,5,J70,opened mail,5.0,cash,0,no,11
27348,2020-02-25,2022-04-22,16,8754,Traditional media outreach,0,2,I83,purchased,4.774107120376041,cash,0,no,16
42897,2021-04-13,2023-07-04,16,10835,Online advertisements,1,4,H12,ignored,4.297864487225088,debit card,0,no,13
34341,2021-06-25,2023-03-15,14,12378,Influencer endorsements,1,6,U41,ignored,4.074552974852052,debit card,0,no,13
29494,2019-03-19,2022-10-29,18,8638,Word of mouth,0,2,X55,ignored,5.0,credit card,0,no,7
33154,2019-06-12,2020-07-29,21,10512,Online advertisements,1,0,M88,ignored,4.092862334313251,credit card,0,no,21
9900,2019-08-30,2020-04-16,31,9122,Social media promotions,0,0,Q72,ignored,4.243412432080136,debit card,0,no,9
11514,2021-02-23,2022-09-23,11,5788,Online advertisements,0,1,W89,ignored,1.459532273025993,credit card,0,yes,1
18413,2019-11-21,2020-06-18,24,8585,In-store promotions,0,4,U49,opened mail,4.906810604981283,cash,0,no,4
47614,2022-01-20,2022-04-10,1,7635,Word of mouth,0,1,Y18,ignored,4.872018755920634,credit card,0,no,1
6146,2022-06-09,2022-07-19,11,8976,Social media promotions,1,6,N11,ignored,4.718599815095728,debit card,0,no,11
45923,2019-04-17,2019-09-02,23,5500,Influencer endorsements,1,2,T69,ignored,2.024112359547826,debit card,0,yes,1
36648,2021-07-24,2022-06-28,21,6932,Influencer endorsements,1,3,F70,ignored,4.3413892013205535,apple pay,0,no,1
26003,2019-03-20,2022-02-19,15,12170,Social media promotions,1,1,L00,ignored,5.0,debit card,0,no,4
41425,2021-07-19,2022-02-28,13,8070,In-store promotions,0,0,V72,opened mail,5.0,cash,0,no,7
33015,2021-12-17,2022-08-29,26,5181,Influencer endorsements,1,4,F64,ignored,5.0,debit card,0,no,2
24979,2019-06-28,2020-07-22,15,7923,Social media promotions,0,2,X93,ignored,1.9145736799875936,debit card,0,yes,11
35912,2021-08-02,2023-01-07,21,10531,Word of mouth,1,5,R86,ignored,5.0,credit card,0,no,18
24959,2020-01-15,2020-05-09,12,9182,Social media promotions,1,6,L47,ignored,4.705843061863833,debit card,0,no,2
45812,2020-02-29,2023-01-25,31,9395,In-store promotions,1,6,V79,opened mail,5.0,cash,0,no,19
46545,2019-06-18,2022-01-06,17,5901,Influencer endorsements,0,0,Y65,ignored,4.690816449113027,debit card,0,no,2
11793,2019-03-02,2020-06-28,16,7480,In-store promotions,0,5,M37,opened mail,4.021455412287043,cash,0,no,1
17609,2019-03-17,2021-04-07,20,4902,Social media promotions,0,6,L74,ignored,4.150771506811101,debit card,0,no,11
35570,2022-02-28,2022-04-22,28,8285,Word of mouth,0,3,L26,ignored,4.70988144660867,credit card,0,no,28
